AT2G45990
AT2G46180
AT2G46225
AT2G46240
AT2G46510
AT2G46700
AT2G46830
AT2G46930
AT2G47790
AT2G47800
AT2G47980
AT3G01050
AT3G01310
AT3G01510
AT3G01920
AT3G02070
AT3G02170
AT3G02280
AT3G02290
AT3G02470
AT3G02740
AT3G03330
AT3G03470
AT3G04870
AT3G05100
AT3G05630
AT3G06080
AT3G06370
AT3G06500
AT3G06760
AT3G07080
AT3G07520
AT3G07700
AT1G09910
AT1G10040
AT1G10410
AT1G10620
AT3G07890
AT3G07940
AT3G07990
AT3G09350
AT3G09440
AT3G09450
AT3G09470
AT3G09600
AT3G09760
AT3G10010
AT3G10260
AT3G10480
AT3G10550
AT3G10630
AT3G11320
AT3G11720
AT3G12200
AT3G12220
AT3G12520
AT3G12530
AT3G12560
AT3G13080
AT3G13380
AT3G14050
AT3G14140
AT3G14150
AT3G14590
AT3G14840
AT3G15010
AT3G15340
AT3G15354
AT3G15610
AT3G15640
AT3G15950
AT3G17420
AT3G17790
AT1G11050
AT1G11100
AT1G11310
AT1G11330
AT1G11340
AT1G11400
AT1G11410
AT1G11650
AT3G17810
AT3G17840
AT3G17940
AT3G18270
AT3G18370
AT3G18620
AT3G18630
AT3G18640
AT3G18790
AT3G19100
AT3G19220
AT3G19240
AT3G19553
AT3G19860
AT3G19920
AT3G20080
AT3G20860
AT3G21230
AT3G21630
AT3G21720
AT3G21865
AT3G22480
AT3G22810
AT3G23150
AT3G23200
AT3G24040
AT3G24550
AT3G25020
AT3G25140
AT3G25910
AT3G26130
AT3G26350
AT3G26630
AT3G26760
AT3G26840
AT1G11960
AT1G12160
AT1G12230
AT1G12280
AT1G12430
AT3G27770
AT3G28270
AT3G28380
AT3G28860
AT3G33520
AT3G45860
AT3G47090
AT3G47390
AT3G47660
AT3G47730
AT3G47780
AT3G47820
AT3G48000
AT3G48030
AT3G48080
AT3G48330
AT3G49050
AT3G49920
AT3G50440
AT3G50920
AT3G51000
AT3G51520
AT3G51530
AT3G51580
AT3G51770
AT1G13000
AT1G13210
AT3G51830
AT3G51880
AT3G52155
AT3G52290
AT3G52880
