x	Average_LossRate	All_Max_LossRate	All_Min_LossRate	InitialStateU_Lizzie	InitialStateM_Lizzie	Lizzie_Conservative_LossRate	InitialStateU_Schmitz	InitialStateM_Schmitz	Schmitz_LossRate	Schmitz_Max_LossRate	Schmitz_Min_LossRate	InitialStateU_Becker	InitialStateM_Becker	Becker_LossRate	Becker_Max_LossRate	Becker_Min_LossRate	Line79_LossRate
30	3.52388858117204e-05	5.64525234277972e-05	2.16262975778547e-05	920	1088	2.16262975778547e-05	967	1042	4.58676752850852e-05	5.64525234277972e-05	3.95167663994581e-05	444	622	3.82226845722212e-05	5.04381817035496e-05	3.15238635647185e-05	7.88096589117962e-05
31	4.11035890105926e-05	5.44662309368192e-05	2.8322440087146e-05	776	944	4.05034895314058e-05	838	900	4.22113289760349e-05	5.44662309368192e-05	2.8322440087146e-05	373	483	4.05959485243373e-05	4.66853408029879e-05	3.0446961393253e-05	7.10429099175902e-05
32	3.73281143545912e-05	5.66700668706789e-05	1.56862745098039e-05	873	836	2.81452293836195e-05	863	865	4.73195058370169e-05	5.66700668706789e-05	3.62688427972345e-05	382	500	3.65196078431373e-05	4.90196078431373e-05	1.56862745098039e-05	8.62745098039216e-05
33	4.11966852216578e-05	5.53097345132743e-05	2.60281103591879e-05	1040	915	3.53584056573449e-05	1034	904	4.58203192781537e-05	5.53097345132743e-05	2.60281103591879e-05	505	497	4.24113307294749e-05	5.52333609500138e-05	2.9589300508936e-05	7.10143212214463e-05
34	3.02011420222813e-05	6.41791705395476e-05	0	912	797	0	913	780	4.74484665661136e-05	5.90749120160885e-05	3.64504776269482e-05	435	443	4.31549595007303e-05	6.41791705395476e-05	2.43438233081043e-05	6.86053202319302e-05
35	4.2124417392173e-05	6.08519269776876e-05	2.70453008789723e-05	863	774	3.03997568019456e-05	861	782	4.92076626046838e-05	5.39090316433479e-05	4.26257459505541e-05	387	435	4.67658327698896e-05	6.08519269776876e-05	2.70453008789723e-05	7.43745774171738e-05
36	4.0323785308623e-05	6.47202646339709e-05	2.23769964476518e-05	993	756	3.11235605353252e-05	1008	701	4.16072277698526e-05	5.31453665631731e-05	2.23769964476518e-05	464	409	4.82405676206913e-05	6.47202646339709e-05	3.59557025744283e-05	9.58818735318088e-05
37	4.30516198339389e-05	6.18265324147677e-05	3.26302987155528e-05	876	685	3.8643194504079e-05	917	661	4.63498561300466e-05	5.78446204502981e-05	3.26302987155528e-05	419	333	4.41618088676912e-05	6.18265324147677e-05	3.5329447094153e-05	7.65471353706648e-05
38	3.23288466328424e-05	4.8748781280468e-05	1.08330625067707e-05	794	656	2.24175035868006e-05	825	620	3.83459835547122e-05	4.42757748260595e-05	2.53004427577483e-05	406	362	3.62230527570144e-05	4.8748781280468e-05	1.08330625067707e-05	8.9372765680858e-05
39	3.70055871736689e-05	5.7281339502093e-05	2.20312844238819e-05	955	779	2.6429056860228e-05	933	749	4.02497447577162e-05	4.45037828215398e-05	3.14144349328516e-05	447	445	4.43379599030623e-05	5.7281339502093e-05	2.20312844238819e-05	6.60938532716457e-05
