x	Average_GainRate	All_Max_GainRate	All_Min_GainRate	InitialStateU_Lizzie	InitialStateM_Lizzie	Lizzie_Conservative_GainRate	InitialStateU_Schmitz	InitialStateM_Schmitz	Schmitz_GainRate	Schmitz_Max_GainRate	Schmitz_Min_GainRate	InitialStateU_Becker	InitialStateM_Becker	Becker_GainRate	Becker_Max_GainRate	Becker_Min_GainRate	Line79_GainRate
188	2.15975544922913e-05	0.000103199174406605	0	89	204	0	88	229	3.89928698752228e-05	7.79857397504456e-05	2.22816399286988e-05	38	104	2.57997936016512e-05	0.000103199174406605	0	5.15995872033024e-05
189	3.04188074516794e-05	0.000100267379679144	0	84	187	0	88	218	6.96301247771836e-05	0.000100267379679144	5.57040998217469e-05	34	95	2.16262975778547e-05	8.65051903114187e-05	0	0
190	4.46930564340432e-05	7.54147812971342e-05	0	104	198	5.65610859728507e-05	93	203	4.21674045962471e-05	7.37929580434324e-05	1.05418511490618e-05	52	106	3.53506787330317e-05	7.54147812971342e-05	0	3.77073906485671e-05
191	3.83126479607671e-05	8.32408435072142e-05	0	106	190	8.32408435072142e-05	97	221	1.26339195472003e-05	2.02142712755205e-05	0	45	91	1.90631808278867e-05	4.35729847494553e-05	0	0
192	2.70547213771372e-05	6.39386189258312e-05	0	97	190	3.03214069132808e-05	83	220	2.95298842428538e-05	3.54358610914245e-05	1.18119536971415e-05	46	105	2.13128729752771e-05	6.39386189258312e-05	0	2.13128729752771e-05
193	2.70569363222872e-05	5.941770647653e-05	0	95	184	3.09597523219814e-05	99	198	2.72331154684096e-05	5.941770647653e-05	0	48	91	2.29779411764706e-05	4.08496732026144e-05	0	0
194	1.92396917614783e-05	6.05180343742435e-05	0	74	183	0	81	183	3.93367223432583e-05	6.05180343742435e-05	2.42072137496974e-05	40	86	1.83823529411765e-05	4.90196078431373e-05	0	2.45098039215686e-05
195	2.7213648113006e-05	6.00240096038415e-05	0	95	187	3.09597523219814e-05	87	189	2.81721884155961e-05	4.50755014649538e-05	1.12688753662385e-05	49	93	2.25090036014406e-05	6.00240096038415e-05	0	6.00240096038415e-05
196	4.54261677124529e-05	9.24898261191269e-05	1.84979652238254e-05	82	179	3.58680057388809e-05	94	194	4.95410930329579e-05	6.25782227784731e-05	2.08594075928244e-05	53	99	5.08694043655198e-05	9.24898261191269e-05	1.84979652238254e-05	3.69959304476508e-05
197	2.3715605048713e-05	5.65610859728507e-05	0	81	199	3.63108206245461e-05	87	208	1.12688753662385e-05	2.25377507324769e-05	0	52	106	2.35671191553545e-05	5.65610859728507e-05	0	5.65610859728507e-05
198	1.75429072367257e-05	7.39918608953015e-05	0	81	182	0	92	195	1.33205456095482e-05	2.13128729752771e-05	0	53	101	3.93081761006289e-05	7.39918608953015e-05	0	1.84979652238254e-05
199	1.91647677722452e-05	5.97800095648015e-05	0	71	189	0	82	209	3.58680057388809e-05	5.97800095648015e-05	2.39120038259206e-05	34	99	2.16262975778547e-05	5.76701268742791e-05	0	0
200	1.11439564564565e-05	9.19117647058824e-05	0	65	158	0	74	188	6.62427133015368e-06	1.32485426603074e-05	0	32	99	2.68075980392157e-05	9.19117647058824e-05	0	6.12745098039216e-05
201	4.27860704148159e-05	7.35294117647059e-05	0	94	164	6.25782227784731e-05	85	186	2.59515570934256e-05	4.61361014994233e-05	1.15340253748558e-05	40	90	3.9828431372549e-05	7.35294117647059e-05	0	7.35294117647059e-05
202	2.63406983653222e-05	6.83994528043776e-05	0	79	183	0	86	190	4.55996352029184e-05	6.83994528043776e-05	2.27998176014592e-05	44	100	3.34224598930481e-05	4.45632798573975e-05	2.22816399286988e-05	2.22816399286988e-05
203	2.10294327941387e-05	7.94912559618442e-05	0	62	172	0	63	228	2.33426704014939e-05	3.11235605353252e-05	1.55617802676626e-05	37	108	3.97456279809221e-05	7.94912559618442e-05	0	7.94912559618442e-05
204	3.41358737775076e-05	9.4876660341556e-05	0	68	197	4.32525951557093e-05	83	203	3.54358610914245e-05	7.0871722182849e-05	1.18119536971415e-05	31	104	2.3719165085389e-05	9.4876660341556e-05	0	0
205	5.14586639609404e-05	8.40336134453782e-05	2.57997936016512e-05	68	207	4.32525951557093e-05	70	201	5.95238095238095e-05	8.40336134453782e-05	2.80112044817927e-05	38	92	5.15995872033024e-05	7.73993808049536e-05	2.57997936016512e-05	5.15995872033024e-05
206	1.77159723305768e-05	7.54147812971342e-05	0	68	172	0	58	207	2.95807978363759e-05	5.0709939148073e-05	1.69033130493577e-05	26	97	2.35671191553545e-05	7.54147812971342e-05	0	0.000113122171945701
207	6.21819857801077e-05	0.000112044817927171	0	67	171	8.77963125548727e-05	69	186	4.97300369423132e-05	9.94600738846263e-05	2.84171639670361e-05	35	107	4.90196078431373e-05	0.000112044817927171	0	5.60224089635854e-05
208	1.36260798025504e-05	5.3475935828877e-05	0	58	143	0	55	192	2.67379679144385e-05	5.3475935828877e-05	0	26	88	1.41402714932127e-05	3.77073906485671e-05	0	0
209	5.36742035533333e-05	8.57843137254902e-05	0	73	185	8.058017727639e-05	80	181	4.90196078431373e-05	8.57843137254902e-05	1.22549019607843e-05	39	89	3.14228255404726e-05	5.02765208647562e-05	0	5.02765208647562e-05
210	2.7741779981469e-05	0.000101419878296146	0	54	185	0	72	222	5.78703703703704e-05	6.8082788671024e-05	5.44662309368192e-05	29	111	2.53549695740365e-05	0.000101419878296146	0	3.38066260987153e-05
211	6.54105891297542e-05	0.000126502213788741	1.30718954248366e-05	66	160	8.9126559714795e-05	75	183	3.59477124183007e-05	6.5359477124183e-05	1.30718954248366e-05	31	86	7.1157495256167e-05	0.000126502213788741	3.16255534471853e-05	3.16255534471853e-05
212	6.94444444444444e-05	0.000103199174406605	1.50829562594268e-05	60	174	9.80392156862745e-05	65	190	4.90196078431373e-05	9.04977375565611e-05	1.50829562594268e-05	38	109	6.12745098039216e-05	0.000103199174406605	2.57997936016512e-05	7.73993808049536e-05
213	1.8393849096862e-05	7.54147812971342e-05	0	79	175	0	82	183	2.69010043041607e-05	3.58680057388809e-05	1.19560019129603e-05	26	97	2.82805429864253e-05	7.54147812971342e-05	0	7.54147812971342e-05
214	1.87389770723104e-05	7.35294117647059e-05	0	62	181	0	63	202	1.94522253345783e-05	3.11235605353252e-05	1.55617802676626e-05	40	101	3.67647058823529e-05	7.35294117647059e-05	0	4.90196078431373e-05
215	1.4633648174717e-05	6.12745098039216e-05	0	55	170	0	64	194	2.29779411764706e-05	6.12745098039216e-05	0	41	81	2.09230033476805e-05	4.78240076518412e-05	0	9.56480153036825e-05
216	4.99262974221998e-05	7.73993808049536e-05	0	78	143	7.54147812971342e-05	68	168	3.2439446366782e-05	4.32525951557093e-05	1.44175317185698e-05	38	96	4.19246646026832e-05	7.73993808049536e-05	0	7.73993808049536e-05
217	3.80167218402513e-05	7.84313725490196e-05	0	55	166	5.3475935828877e-05	50	193	3.43137254901961e-05	7.84313725490196e-05	0	28	92	2.62605042016807e-05	7.00280112044818e-05	0	0
218	3.32837162421938e-05	8.65051903114187e-05	0	74	144	0	68	152	4.68569780853518e-05	8.65051903114187e-05	1.44175317185698e-05	37	83	5.29941706412295e-05	7.94912559618442e-05	0	2.64970853206147e-05
219	1.11082444673776e-05	6.5359477124183e-05	0	59	174	0	57	199	1.28998968008256e-05	3.43997248022016e-05	0	30	92	2.04248366013072e-05	6.5359477124183e-05	0	0
220	3.89889673881959e-05	6.68449197860963e-05	0	44	168	6.68449197860963e-05	61	185	2.81260045001607e-05	4.82160077145612e-05	1.60720025715204e-05	39	95	2.19959778783308e-05	5.02765208647562e-05	0	0.000100553041729512
221	2.93111140127527e-05	8.65051903114187e-05	0	46	151	0	53	153	5.54938956714761e-05	7.39918608953015e-05	0	34	81	3.2439446366782e-05	8.65051903114187e-05	0	0
222	6.32054990017687e-05	0.000105042016806723	3.50140056022409e-05	45	151	6.5359477124183e-05	41	168	7.17360114777618e-05	9.56480153036825e-05	4.78240076518412e-05	28	75	5.25210084033613e-05	0.000105042016806723	3.50140056022409e-05	3.50140056022409e-05
223	2.66950751931978e-05	8.34376303712974e-05	0	60	152	0	47	165	6.25782227784731e-05	8.34376303712974e-05	4.17188151856487e-05	28	83	1.75070028011204e-05	7.00280112044818e-05	0	0.000140056022408964
224	2.40593313348731e-05	9.33706816059757e-05	0	57	146	0	57	162	4.2999656002752e-05	5.15995872033024e-05	3.43997248022016e-05	21	96	2.91783380018674e-05	9.33706816059757e-05	0	0
225	9.14837314069849e-05	0.000199401794616152	0	59	196	0.000199401794616152	54	190	4.08496732026144e-05	7.26216412490922e-05	0	43	88	3.41997264021888e-05	0.000136798905608755	0	2.27998176014592e-05
226	1.97801502236476e-05	7.17360114777618e-05	0	69	141	0	68	164	3.2439446366782e-05	5.76701268742791e-05	1.44175317185698e-05	41	95	2.69010043041607e-05	7.17360114777618e-05	0	0
227	2.40070387129211e-05	0.000113122171945701	0	42	144	0	50	176	3.43137254901961e-05	5.88235294117647e-05	0	26	88	3.77073906485671e-05	0.000113122171945701	0	3.77073906485671e-05
228	2.96360374215046e-05	0.000108932461873638	0	61	117	0	51	148	4.80584390618993e-05	7.68935024990388e-05	1.92233756247597e-05	27	83	4.08496732026144e-05	0.000108932461873638	0	7.26216412490922e-05
229	2.40855447840875e-05	6.64672648720505e-05	0	49	160	0	59	140	5.4004652708541e-05	6.64672648720505e-05	3.32336324360253e-05	47	89	1.82519816437213e-05	4.17188151856487e-05	0	2.08594075928244e-05
230	2.6572581107253e-05	0.000135226504394861	0	51	132	0	59	156	3.32336324360253e-05	4.98504486540379e-05	0	29	82	4.64841108857336e-05	0.000135226504394861	0	3.38066260987153e-05
231	1.38110799875506e-05	0.000130718954248366	0	59	152	0	56	172	8.75350140056022e-06	1.75070028011204e-05	0	15	79	3.26797385620915e-05	0.000130718954248366	0	0.000130718954248366
232	4.21559907487899e-05	8.40336134453782e-05	0	35	124	8.40336134453782e-05	48	151	2.5531045751634e-05	4.08496732026144e-05	2.04248366013072e-05	29	70	1.69033130493577e-05	6.76132521974307e-05	0	3.38066260987153e-05
233	3.13396963723761e-05	0.000108932461873638	0	37	131	0	35	134	3.50140056022409e-05	8.40336134453782e-05	0	27	59	5.90050835148874e-05	0.000108932461873638	0	7.26216412490922e-05
234	8.65288644193309e-06	3.38066260987153e-05	0	46	146	0	42	145	1.75070028011204e-05	2.33426704014939e-05	0	29	84	8.45165652467884e-06	3.38066260987153e-05	0	0
235	2.21755368814192e-05	6.5359477124183e-05	0	44	124	0	45	134	4.90196078431373e-05	6.5359477124183e-05	2.17864923747277e-05	21	79	1.75070028011204e-05	4.66853408029879e-05	0	4.66853408029879e-05
236	4.20640153397291e-05	9.80392156862745e-05	0	38	121	7.73993808049536e-05	27	151	1.81554103122731e-05	3.63108206245461e-05	0	20	85	3.06372549019608e-05	9.80392156862745e-05	0	0
237	2.75357056402808e-05	0.000108932461873638	0	45	149	0	45	163	3.26797385620915e-05	4.35729847494553e-05	2.17864923747277e-05	27	67	4.99273783587509e-05	0.000108932461873638	0	0.000108932461873638
238	2.04782348669315e-05	0.000115340253748558	0	44	115	0	45	127	2.17864923747277e-05	4.35729847494553e-05	0	34	67	3.96482122260669e-05	0.000115340253748558	0	8.65051903114187e-05
239	7.18040839524215e-05	0.000127877237851662	2.45098039215686e-05	46	117	0.000127877237851662	40	112	3.06372549019608e-05	4.90196078431373e-05	2.45098039215686e-05	28	73	5.68977591036415e-05	0.000105042016806723	3.50140056022409e-05	0.000140056022408964
240	1.67483660130719e-05	9.80392156862745e-05	0	55	121	0	50	135	1.96078431372549e-05	3.92156862745098e-05	0	20	69	3.06372549019608e-05	9.80392156862745e-05	0	4.90196078431373e-05
241	1.21364971109217e-05	4.26257459505541e-05	0	31	122	0	48	133	2.04248366013072e-05	4.08496732026144e-05	0	23	61	1.59846547314578e-05	4.26257459505541e-05	0	8.52514919011083e-05
242	5.1062091503268e-05	0.000206398348813209	0	32	110	0	32	130	3.06372549019608e-05	6.12745098039216e-05	0	19	61	0.000122549019607843	0.000206398348813209	5.15995872033024e-05	0.000103199174406605
243	3.11371634901047e-05	8.9126559714795e-05	0	43	117	0	39	139	3.77073906485671e-05	7.54147812971342e-05	0	33	80	5.57040998217469e-05	8.9126559714795e-05	2.9708853238265e-05	2.9708853238265e-05
244	2.99329501915709e-05	0.000105042016806723	0	33	144	0	29	136	5.91615956727519e-05	0.000101419878296146	3.38066260987153e-05	28	58	3.06372549019608e-05	0.000105042016806723	0	0.000105042016806723
245	2.72331154684096e-05	0.000122549019607843	0	39	114	0	42	107	4.08496732026144e-05	7.00280112044818e-05	0	24	60	4.08496732026144e-05	0.000122549019607843	0	0.000122549019607843
246	0.000216367501709058	0.000569259962049336	0	31	122	0.000569259962049336	48	115	2.04248366013072e-05	4.08496732026144e-05	0	33	66	5.941770647653e-05	0.00011883541295306	0	0
247	6.77045509561849e-05	0.000145243282498184	0	54	127	0.000108932461873638	56	135	3.06372549019608e-05	7.00280112044818e-05	0	27	65	6.35439360929557e-05	0.000145243282498184	0	0.000108932461873638
248	2.60928126039688e-05	0.000101419878296146	0	39	108	0	42	134	2.33426704014939e-05	4.66853408029879e-05	0	29	74	5.49357674104124e-05	0.000101419878296146	0	0.000101419878296146
249	9.31589165644163e-05	0.000136798905608755	0	43	158	0.000136798905608755	46	148	7.45950554134697e-05	0.000127877237851662	2.13128729752771e-05	27	76	6.8082788671024e-05	0.000108932461873638	0	7.26216412490922e-05
250	3.10531452399965e-05	8.65051903114187e-05	0	44	112	0	34	125	6.4878892733564e-05	8.65051903114187e-05	2.88350634371396e-05	13	71	2.82805429864253e-05	7.54147812971342e-05	0	0
251	1.58859840232389e-05	7.26216412490922e-05	0	43	129	0	36	128	2.04248366013072e-05	5.44662309368192e-05	0	27	70	2.72331154684096e-05	7.26216412490922e-05	0	0
252	1.53787004998078e-05	4.90196078431373e-05	0	33	107	0	34	120	2.16262975778547e-05	2.88350634371396e-05	0	20	54	2.45098039215686e-05	4.90196078431373e-05	0	4.90196078431373e-05
253	2.04248366013072e-05	0.000163398692810458	0	43	94	0	36	88	2.72331154684096e-05	5.44662309368192e-05	0	18	59	3.4041394335512e-05	0.000163398692810458	0	0
254	2.81572508819717e-05	8.52514919011083e-05	0	38	127	0	41	131	4.18460066953611e-05	7.17360114777618e-05	2.39120038259206e-05	23	83	4.26257459505541e-05	8.52514919011083e-05	0	4.26257459505541e-05
255	8.75744330943748e-05	0.000173010380622837	0	34	122	0.000173010380622837	38	107	4.51496388028896e-05	7.73993808049536e-05	0	22	56	4.45632798573975e-05	8.9126559714795e-05	0	4.45632798573975e-05
256	1.6642459452917e-05	0.000108932461873638	0	33	93	0	27	102	3.63108206245461e-05	3.63108206245461e-05	3.63108206245461e-05	9	60	1.36165577342048e-05	0.000108932461873638	0	0
257	7.53367956796183e-05	0.000163398692810458	0	36	102	0.000163398692810458	41	121	2.39120038259206e-05	4.78240076518412e-05	0	19	66	3.86996904024768e-05	5.15995872033024e-05	0	5.15995872033024e-05
258	2.69643676183924e-05	8.16993464052288e-05	0	25	100	0	38	106	4.51496388028896e-05	7.73993808049536e-05	0	24	56	3.57434640522876e-05	8.16993464052288e-05	0	0
259	3.60838779956427e-05	0.000140056022408964	0	39	105	0	40	110	6.74019607843137e-05	0.000122549019607843	2.45098039215686e-05	21	57	4.08496732026144e-05	0.000140056022408964	0	9.33706816059757e-05
260	5.22999603881957e-05	0.000204248366013072	0	37	91	0	33	102	4.45632798573975e-05	5.941770647653e-05	2.9708853238265e-05	24	65	0.00011233660130719	0.000204248366013072	4.08496732026144e-05	8.16993464052288e-05
261	2.47573776985542e-05	8.9126559714795e-05	0	36	94	0	36	113	4.08496732026144e-05	8.16993464052288e-05	2.72331154684096e-05	33	71	3.34224598930481e-05	8.9126559714795e-05	0	0
262	2.5172231054584e-05	7.94912559618442e-05	0	41	113	0	40	108	4.90196078431373e-05	7.35294117647059e-05	2.45098039215686e-05	37	66	2.64970853206147e-05	7.94912559618442e-05	0	2.64970853206147e-05
263	2.35760971055089e-05	0.000140056022408964	0	31	97	0	35	101	5.60224089635854e-05	0.000140056022408964	0	25	64	1.47058823529412e-05	3.92156862745098e-05	0	0
264	4.08496732026144e-05	0.000133689839572193	0	24	94	0	32	97	6.12745098039216e-05	0.000122549019607843	0	22	52	6.12745098039216e-05	0.000133689839572193	0	4.45632798573975e-05
265	8.6238198983297e-06	0.000108932461873638	0	35	81	0	45	89	5.44662309368192e-06	2.17864923747277e-05	0	18	55	2.04248366013072e-05	0.000108932461873638	0	0
266	6.57370791453836e-05	0.000175070028011205	0	40	88	0	28	101	9.62885154061625e-05	0.000175070028011205	7.00280112044818e-05	17	56	0.000100922722029988	0.000173010380622837	5.76701268742791e-05	5.76701268742791e-05
267	9.77644956618125e-05	0.000183823529411765	0	32	92	0.000183823529411765	38	103	5.15995872033024e-05	0.000103199174406605	0	36	57	5.78703703703704e-05	8.16993464052288e-05	2.72331154684096e-05	5.44662309368192e-05
268	2.5757429408545e-05	9.33706816059757e-05	0	30	104	0	29	104	4.22582826233942e-05	6.76132521974307e-05	3.38066260987153e-05	21	61	3.50140056022409e-05	9.33706816059757e-05	0	0
269	1.40953817424406e-05	7.54147812971342e-05	0	38	81	0	35	114	1.40056022408964e-05	2.80112044817927e-05	0	26	65	2.82805429864253e-05	7.54147812971342e-05	0	3.77073906485671e-05
270	8.42929764498392e-06	4.66853408029879e-05	0	39	86	0	36	90	1.36165577342048e-05	2.72331154684096e-05	0	21	64	1.1671335200747e-05	4.66853408029879e-05	0	0
271	1.69175414273453e-05	5.44662309368192e-05	0	37	78	0	36	91	3.4041394335512e-05	5.44662309368192e-05	0	22	49	1.67112299465241e-05	4.45632798573975e-05	0	0
272	1.56590413943355e-05	8.16993464052288e-05	0	33	93	0	30	108	1.63398692810458e-05	3.26797385620915e-05	0	12	58	3.06372549019608e-05	8.16993464052288e-05	0	0
273	2.87460663277657e-05	0.000163398692810458	0	30	118	0	27	104	4.53885257806826e-05	0.000108932461873638	0	12	64	4.08496732026144e-05	0.000163398692810458	0	0.000163398692810458
274	3.23771483902203e-05	0.000108932461873638	0	21	85	0	27	88	7.26216412490922e-05	0.000108932461873638	3.63108206245461e-05	20	47	2.45098039215686e-05	4.90196078431373e-05	0	0
275	1.90927820403524e-05	8.52514919011083e-05	0	23	92	0	32	95	3.06372549019608e-05	6.12745098039216e-05	0	23	48	2.66410912190963e-05	8.52514919011083e-05	0	0
276	2.25273933102653e-05	0.000115340253748558	0	37	85	0	32	86	4.59558823529412e-05	6.12745098039216e-05	3.06372549019608e-05	17	51	2.16262975778547e-05	0.000115340253748558	0	0
277	2.19959778783308e-05	7.54147812971342e-05	0	36	81	0	26	103	3.77073906485671e-05	7.54147812971342e-05	0	13	59	2.82805429864253e-05	7.54147812971342e-05	0	7.54147812971342e-05
278	1.99593132599669e-05	7.54147812971342e-05	0	28	76	0	27	90	3.63108206245461e-05	7.26216412490922e-05	0	26	54	2.35671191553545e-05	7.54147812971342e-05	0	3.77073906485671e-05
279	3.81652661064426e-05	0.000140056022408964	0	23	74	0	25	90	8.82352941176471e-05	0.000117647058823529	7.84313725490196e-05	14	66	2.62605042016807e-05	0.000140056022408964	0	7.00280112044818e-05
280	9.80977815259915e-06	6.32511068943707e-05	0	29	90	0	31	100	1.58127767235927e-05	6.32511068943707e-05	0	18	51	1.36165577342048e-05	5.44662309368192e-05	0	0
281	3.64145658263305e-05	0.000140056022408964	0	21	70	0	25	99	3.92156862745098e-05	7.84313725490196e-05	0	21	51	7.00280112044818e-05	0.000140056022408964	0	0
282	2.36344537815126e-05	7.00280112044818e-05	0	19	65	0	28	89	5.25210084033613e-05	7.00280112044818e-05	3.50140056022409e-05	20	48	1.83823529411765e-05	4.90196078431373e-05	0	4.90196078431373e-05
283	2.21412094249465e-05	0.000173010380622837	0	23	83	0	28	85	8.75350140056022e-06	3.50140056022409e-05	0	17	52	5.76701268742791e-05	0.000173010380622837	0	0
284	4.56813549792677e-05	0.000196078431372549	0	22	79	0	31	89	5.53447185325743e-05	9.4876660341556e-05	3.16255534471853e-05	15	36	8.16993464052288e-05	0.000196078431372549	0	6.5359477124183e-05
285	2.84171639670361e-05	8.52514919011083e-05	0	27	74	0	23	83	5.32821824381927e-05	8.52514919011083e-05	4.26257459505541e-05	23	46	3.19693094629156e-05	8.52514919011083e-05	0	4.26257459505541e-05
286	2.43152816682228e-05	0.000108932461873638	0	24	68	0	28	95	5.25210084033613e-05	7.00280112044818e-05	0	18	53	2.04248366013072e-05	0.000108932461873638	0	0
287	2.92446524064171e-05	8.16993464052288e-05	0	31	78	0	33	79	5.19904931669638e-05	5.941770647653e-05	2.9708853238265e-05	24	53	3.57434640522876e-05	8.16993464052288e-05	0	4.08496732026144e-05
288	1.05218855218855e-05	8.9126559714795e-05	0	27	70	0	24	67	2.04248366013072e-05	4.08496732026144e-05	0	11	44	1.11408199643494e-05	8.9126559714795e-05	0	0
289	3.74897433720963e-05	0.00011883541295306	0	21	63	0	33	84	8.9126559714795e-05	0.00011883541295306	5.941770647653e-05	21	40	2.33426704014939e-05	9.33706816059757e-05	0	4.66853408029879e-05
290	3.06372549019608e-05	0.000133689839572193	0	24	78	0	24	89	3.06372549019608e-05	4.08496732026144e-05	0	22	50	6.12745098039216e-05	0.000133689839572193	0	4.45632798573975e-05
291	3.51935646053293e-05	0.000150829562594268	0	23	77	0	20	82	4.90196078431373e-05	9.80392156862745e-05	0	13	43	5.65610859728507e-05	0.000150829562594268	0	0.000150829562594268
292	3.12791783380019e-05	0.000156862745098039	0	16	60	0	21	64	3.50140056022409e-05	0.000140056022408964	0	25	51	5.88235294117647e-05	0.000156862745098039	0	7.84313725490196e-05
293	7.7440589610975e-05	0.000148544266191325	3.38066260987153e-05	35	82	8.40336134453782e-05	33	91	8.9126559714795e-05	0.000148544266191325	5.941770647653e-05	29	45	5.91615956727519e-05	0.000135226504394861	3.38066260987153e-05	0.000101419878296146
294	5.25210084033613e-05	0.000217864923747277	0	24	69	0	14	73	3.50140056022409e-05	7.00280112044818e-05	0	9	40	0.000122549019607843	0.000217864923747277	0	0.000108932461873638
295	8.3876288237343e-06	4.45632798573975e-05	0	24	62	0	29	79	8.45165652467884e-06	3.38066260987153e-05	0	22	49	1.67112299465241e-05	4.45632798573975e-05	0	8.9126559714795e-05
296	2.18665897731642e-05	0.000173010380622837	0	24	82	0	20	68	3.67647058823529e-05	9.80392156862745e-05	0	17	42	2.88350634371396e-05	0.000173010380622837	0	0
297	0.000161603102779573	0.000420168067226891	0	14	63	0.000420168067226891	14	61	1.75070028011204e-05	7.00280112044818e-05	0	13	37	4.71342383107089e-05	0.000150829562594268	0	7.54147812971342e-05
298	5.83566760037348e-06	0.000140056022408964	0	24	63	0	23	71	0	0	0	7	49	1.75070028011204e-05	0.000140056022408964	0	0
299	2.08253235934897e-05	0.000115340253748558	0	20	65	0	24	67	4.08496732026144e-05	8.16993464052288e-05	0	17	33	2.16262975778547e-05	0.000115340253748558	0	5.76701268742791e-05
300	1.44675925925926e-05	6.12745098039216e-05	0	23	71	0	24	78	2.04248366013072e-05	4.08496732026144e-05	0	16	46	2.29779411764706e-05	6.12745098039216e-05	0	0
301	3.11747506019952e-05	0.000122549019607843	0	19	64	0	24	83	6.12745098039216e-05	0.000122549019607843	0	19	51	3.2249742002064e-05	0.000103199174406605	0	0.000103199174406605
302	2.27591036414566e-05	7.00280112044818e-05	0	19	54	0	20	67	2.45098039215686e-05	4.90196078431373e-05	0	14	43	4.37675070028011e-05	7.00280112044818e-05	0	7.00280112044818e-05
303	1.88929738562092e-05	7.84313725490196e-05	0	25	46	0	25	71	4.90196078431373e-05	7.84313725490196e-05	0	16	34	7.6593137254902e-06	6.12745098039216e-05	0	0
304	2.29103987273922e-05	7.26216412490922e-05	0	29	51	0	27	72	4.53885257806826e-05	7.26216412490922e-05	3.63108206245461e-05	21	37	2.33426704014939e-05	4.66853408029879e-05	0	0
305	1.35437419174443e-05	8.9126559714795e-05	0	23	52	0	22	57	3.34224598930481e-05	8.9126559714795e-05	0	17	48	7.20876585928489e-06	5.76701268742791e-05	0	0
306	1.36165577342048e-05	8.16993464052288e-05	0	14	62	0	15	56	0	0	0	12	36	4.08496732026144e-05	8.16993464052288e-05	0	0
307	6.31313131313131e-05	0.000226244343891403	0	13	65	0	11	68	6.68449197860963e-05	8.9126559714795e-05	0	13	54	0.000122549019607843	0.000226244343891403	0	0.000301659125188537
308	6.04042786705325e-06	5.15995872033024e-05	0	25	51	0	21	64	1.1671335200747e-05	4.66853408029879e-05	0	19	31	6.4499484004128e-06	5.15995872033024e-05	0	5.15995872033024e-05
309	1.29789931580213e-05	7.54147812971342e-05	0	16	54	0	26	60	2.82805429864253e-05	7.54147812971342e-05	0	23	32	1.06564364876385e-05	4.26257459505541e-05	0	4.26257459505541e-05
310	1.02124183006536e-05	8.16993464052288e-05	0	21	71	0	24	76	1.02124183006536e-05	4.08496732026144e-05	0	12	47	2.04248366013072e-05	8.16993464052288e-05	0	8.16993464052288e-05
311	8.16993464052288e-06	6.5359477124183e-05	0	23	75	0	21	85	0	0	0	15	38	2.45098039215686e-05	6.5359477124183e-05	0	0
312	2.64550264550265e-05	0.000130718954248366	0	17	63	0	21	56	4.66853408029879e-05	9.33706816059757e-05	0	15	47	3.26797385620915e-05	0.000130718954248366	0	0
313	1.98412698412698e-05	0.000140056022408964	0	23	61	0	21	67	3.50140056022409e-05	0.000140056022408964	0	20	41	2.45098039215686e-05	9.80392156862745e-05	0	4.90196078431373e-05
314	1.66623667010664e-05	0.000103199174406605	0	10	59	0	16	53	3.06372549019608e-05	6.12745098039216e-05	0	19	30	1.93498452012384e-05	0.000103199174406605	0	0.000103199174406605
315	2.04248366013072e-05	0.000196078431372549	0	12	64	0	11	58	0	0	0	10	38	6.12745098039216e-05	0.000196078431372549	0	0
316	3.00997592019264e-05	0.000154798761609907	0	17	59	0	19	68	9.02992776057791e-05	0.000154798761609907	5.15995872033024e-05	7	40	0	0	0	0.000140056022408964
317	1.5453001375989e-05	6.12745098039216e-05	0	13	58	0	19	64	3.86996904024768e-05	5.15995872033024e-05	0	16	35	7.6593137254902e-06	6.12745098039216e-05	0	0
318	1.39260249554367e-05	0.000122549019607843	0	9	58	0	16	67	3.06372549019608e-05	0.000122549019607843	0	11	48	1.11408199643494e-05	8.9126559714795e-05	0	0.00017825311942959
319	3.63402936932349e-05	0.00017825311942959	0	18	57	0	22	75	0.000100267379679144	0.00017825311942959	4.45632798573975e-05	14	45	8.75350140056022e-06	7.00280112044818e-05	0	0
320	4.60868107926931e-05	0.000130718954248366	0	14	47	0	15	56	8.16993464052288e-05	0.000130718954248366	6.5359477124183e-05	13	42	5.65610859728507e-05	7.54147812971342e-05	0	7.54147812971342e-05
321	9.23980703392468e-06	8.16993464052288e-05	0	16	34	0	14	41	1.75070028011204e-05	7.00280112044818e-05	0	12	24	1.02124183006536e-05	8.16993464052288e-05	0	0
322	2.70236299648064e-05	0.000130718954248366	0	19	47	0	26	50	5.65610859728507e-05	0.000113122171945701	0	15	35	2.45098039215686e-05	0.000130718954248366	0	6.5359477124183e-05
323	3.30687830687831e-05	0.000140056022408964	0	16	48	0	21	50	1.1671335200747e-05	4.66853408029879e-05	0	7	44	8.75350140056022e-05	0.000140056022408964	0	0.000140056022408964
324	4.08496732026144e-05	0.000108932461873638	0	15	45	0	24	50	4.08496732026144e-05	8.16993464052288e-05	0	18	39	8.16993464052288e-05	0.000108932461873638	5.44662309368192e-05	0.000108932461873638
325	3.19426016020443e-05	0.000210084033613445	0	21	52	0	19	56	2.57997936016512e-05	5.15995872033024e-05	0	14	46	7.00280112044818e-05	0.000210084033613445	0	0
