AT2G44800
AT2G44820
AT2G44860
AT2G44880
AT2G44900
AT2G44970
AT2G44980
AT2G45000
AT2G45010
AT2G45030
AT2G45060
AT2G45070
AT2G45140
AT2G45150
AT2G45200
AT2G45280
AT2G45300
AT2G45320
AT2G45330
AT2G45340
AT2G45460
AT2G45500
AT2G45510
AT2G45540
AT2G45620
AT2G45640
AT2G45670
AT2G45700
AT2G45730
AT2G45790
AT2G45810
AT2G45880
AT2G45910
AT2G45920
AT2G45950
AT2G46020
AT2G46080
AT2G46090
AT2G46200
AT2G46230
AT2G46260
AT2G46320
AT2G46340
AT2G46370
AT2G46470
AT2G46494
AT2G46500
AT2G46530
AT2G46560
AT2G46570
AT2G46790
AT2G46880
AT2G46900
AT2G46910
AT2G46915
AT2G46920
AT2G47070
AT2G47090
AT2G47160
AT2G47170
AT2G47210
AT2G47220
AT2G47250
AT2G47300
AT2G47310
AT2G47320
AT2G47330
AT2G47350
AT2G47390
AT2G47410
AT2G47420
AT2G47490
AT2G47510
AT2G47600
AT2G47620
AT2G47700
AT2G47760
AT2G47820
AT2G47830
AT2G47850
AT2G47960
AT2G48060
AT2G48110
AT2G48160
AT3G01090
AT3G01100
AT3G01150
AT3G01160
AT3G01180
AT3G01270
AT3G01280
AT3G01300
AT3G01320
AT3G01370
AT3G01380
AT3G01410
AT3G01460
AT3G01540
AT3G01560
AT3G01590
AT3G01610
AT3G01640
AT3G01650
AT3G01680
AT3G01770
AT3G01780
AT3G01790
AT3G01850
AT3G01930
AT3G02060
AT3G02090
AT3G02130
AT3G02160
AT3G02200
AT3G02220
AT3G02260
AT3G02300
AT3G02320
AT3G02350
AT3G02370
AT3G02420
AT3G02460
AT3G02510
AT3G02530
AT3G02540
AT3G02570
AT3G02580
AT3G02600
AT3G02630
AT3G02650
AT3G02680
AT3G02690
AT3G02700
AT3G02710
AT3G02750
AT3G02760
AT3G02780
AT3G02875
AT3G02890
AT3G02920
AT3G02980
AT3G02990
AT3G03010
AT3G03040
AT3G03050
AT3G03090
AT3G03110
AT3G03120
AT3G03140
AT3G03250
AT3G03300
AT3G03310
AT3G03340
AT3G03350
AT3G03360
AT3G03380
AT3G03420
AT3G03480
AT3G03490
AT3G03560
AT3G03570
AT3G03610
AT3G03640
AT3G03690
AT3G03710
AT3G03720
AT3G03750
AT3G03773
AT3G03790
AT3G03800
AT3G03810
AT3G03860
AT3G03890
AT3G03900
AT3G03950
AT3G03960
AT3G03970
AT3G04020
AT3G04040
AT3G04080
AT3G04090
AT3G04160
AT3G04240
AT3G04300
AT3G04310
AT3G04340
AT3G04380
AT3G04460
AT3G04480
AT3G04490
AT3G04550
AT3G04580
AT3G04590
AT3G04600
AT3G04610
AT3G04650
AT3G04670
AT3G04680
AT3G04700
AT3G04740
AT3G04780
AT3G04810
AT3G04820
AT3G04830
AT3G04910
AT3G04970
AT3G05010
AT3G05030
AT3G05040
AT3G05050
AT3G05070
AT3G05090
AT3G05120
AT3G05170
AT3G05210
AT3G05250
AT3G05270
AT3G05280
AT3G05290
AT3G05380
AT3G05390
AT3G05420
AT3G05510
AT3G05520
AT3G05545
AT3G05670
AT3G05680
AT3G05710
AT3G05750
AT3G05760
AT3G05810
AT3G05840
AT3G05870
AT3G05900
AT3G05970
AT3G05990
AT3G06010
AT3G06060
AT3G06170
AT3G06180
AT3G06190
AT3G06210
AT3G06240
AT3G06250
AT3G06290
AT3G06340
AT3G06380
AT3G06400
AT3G06410
AT3G06450
AT3G06480
AT3G06510
AT3G06530
AT3G06540
AT3G06550
AT3G06610
AT3G06620
AT3G06640
AT3G06650
AT3G06660
AT3G06670
AT3G06690
AT3G06720
AT3G06820
AT3G66652
AT3G66654
AT3G66658
AT3G06850
AT3G06860
AT3G06910
AT3G06920
AT3G06960
AT3G07020
AT3G07030
AT3G07040
AT3G07060
AT3G07100
AT3G07140
AT3G07160
AT3G07170
AT3G07180
AT3G07190
AT3G07210
AT3G07220
AT3G07270
AT3G07273
AT3G07300
AT3G07310
AT3G07400
AT3G07525
AT3G07530
AT3G07565
AT3G07590
AT3G07610
AT3G07660
AT3G07670
AT3G07680
AT3G07690
AT1G09820
AT1G09830
AT1G09840
AT1G09850
AT1G09860
AT1G09870
AT1G09880
AT1G09920
AT1G09980
AT1G10030
AT1G10050
AT1G10090
AT1G10120
AT1G10130
AT1G10170
AT1G10180
AT1G10240
AT1G10270
AT1G10290
AT1G10390
AT1G10450
AT1G10490
AT1G10510
AT1G10520
AT1G10570
AT1G10580
AT1G10630
AT1G10650
AT1G10660
AT1G10700
AT1G10720
AT3G07740
AT3G07760
AT3G07770
AT3G07780
AT3G07790
AT3G07810
AT3G07880
AT3G07950
AT3G07960
AT3G07980
AT3G08020
AT3G08505
AT3G08510
AT3G08530
AT3G08550
AT3G08580
AT3G08620
AT3G08650
AT3G08670
AT3G08680
AT3G08730
AT3G08800
AT3G08840
AT3G08850
AT3G08880
AT3G08910
AT3G08950
AT3G08960
AT3G09040
AT3G09090
AT3G09100
AT3G09200
AT3G09210
AT3G09230
AT3G09300
AT3G09360
AT3G09370
AT3G09410
AT3G09570
AT3G09650
AT3G09690
AT3G09710
AT3G09730
AT3G09740
AT3G09810
AT3G09840
AT3G09850
AT3G09880
AT3G09890
AT3G09900
AT3G09920
AT3G09980
AT3G10030
AT3G10070
AT3G10130
AT3G10140
AT3G10160
AT3G10220
AT3G10250
AT3G10270
AT3G10330
AT3G10350
AT3G10360
AT3G10370
AT3G10380
AT3G10390
AT3G10420
AT3G10440
AT3G10490
AT3G10540
AT3G10572
AT3G10640
AT3G10670
AT3G10690
AT3G10700
AT3G10730
AT3G10740
AT3G10800
AT3G10810
AT3G10820
AT3G10850
AT3G10915
AT3G10970
AT3G11040
AT3G11070
AT3G11130
AT3G11170
AT3G11200
AT3G11230
AT3G11240
AT3G11270
AT3G11330
AT3G11397
AT3G11400
AT3G11440
AT3G11470
AT3G11490
AT3G11530
AT3G11630
AT3G11670
AT3G11710
AT3G11730
AT3G11760
AT3G11830
AT3G11850
AT3G11890
AT3G11910
AT3G11950
AT3G11960
AT3G11964
AT3G12020
AT3G12080
AT3G12100
AT3G12120
AT3G12140
AT3G12150
AT3G12180
AT3G12250
AT3G12260
AT3G12280
AT3G12290
AT3G12300
AT3G12340
AT3G12380
AT3G12400
AT3G12480
AT3G12550
AT3G12570
AT3G12590
AT3G12620
AT3G12640
AT3G12670
AT3G12680
AT3G12740
AT3G12780
AT3G12800
AT3G12810
AT3G12940
AT3G12980
AT3G12990
AT3G13020
AT3G13040
AT3G13050
AT3G13060
AT3G13062
AT3G13070
AT3G13100
AT3G13222
AT3G13224
AT3G13225
AT3G13235
AT3G13290
AT3G13300
AT3G13330
AT3G13340
AT3G13350
AT3G13360
AT3G13390
AT3G13410
AT3G13430
AT3G13445
AT3G13460
AT3G13470
AT3G13490
AT3G13530
AT3G13550
AT3G13570
AT3G13580
AT3G13682
AT3G13690
AT3G13772
AT3G13800
AT3G13870
AT3G13882
AT3G13900
AT3G13930
AT3G13990
AT3G14010
AT3G14020
AT3G14070
AT3G14075
AT3G14080
AT3G14090
AT3G14100
AT3G14110
AT3G14120
AT3G14130
AT3G14160
AT3G14172
AT3G14205
AT3G14270
AT3G14290
AT3G14330
AT3G14350
AT3G14400
AT3G14460
AT3G14470
AT3G14550
AT3G14630
AT3G14640
AT3G14650
AT3G14720
AT3G14750
AT3G14790
AT3G14860
AT3G14910
AT3G14920
AT3G14930
AT3G14980
AT3G15070
AT3G15080
AT3G15090
AT3G15120
AT3G15150
AT3G15160
AT3G15180
AT3G15190
AT3G15220
AT3G15290
AT3G15350
AT3G15355
AT3G15380
AT3G15400
AT3G15410
AT3G15430
AT3G15460
AT3G15470
AT3G15480
AT3G15520
AT3G15690
AT3G15730
AT3G15740
AT3G15790
AT3G15880
AT3G15890
AT3G15940
AT3G15970
AT3G15980
AT3G16010
AT3G16060
AT3G16090
AT3G16110
AT3G16170
AT3G16200
AT3G16230
AT3G16270
AT3G16290
AT3G16310
AT3G16320
AT3G16560
AT3G16565
AT3G16620
AT3G16630
AT3G16700
AT3G16730
AT3G16760
AT3G16785
AT3G16830
AT3G16840
AT3G16850
AT3G16857
AT3G16890
AT3G16910
AT3G16940
AT3G16950
AT3G17000
AT3G17090
AT3G17205
AT3G17220
AT3G17310
AT3G17330
AT3G17340
AT3G17365
AT3G17390
AT3G17410
AT3G17430
AT3G17450
AT3G17510
AT3G17630
AT3G17650
AT3G17670
AT3G17680
AT3G17712
AT3G17740
AT3G17750
AT3G17770
AT3G17800
AT1G10730
AT1G10740
AT1G10820
AT1G10840
AT1G10850
AT1G10865
AT1G10870
AT1G10890
AT1G10900
AT1G10910
AT1G10930
AT1G10940
AT1G10950
AT1G11020
AT1G11060
AT1G11070
AT1G11160
AT1G11200
AT1G11240
AT1G11350
AT1G11390
AT1G11420
AT1G11480
AT1G11630
AT3G17850
AT3G17880
AT3G17900
AT3G17910
AT3G17920
AT3G18040
AT3G18060
AT3G18100
AT3G18110
AT3G18140
AT3G18160
AT3G18165
AT3G18190
AT3G18230
AT3G18290
AT3G18300
AT3G18310
AT3G18350
AT3G18380
AT3G18430
AT3G18480
AT3G18500
AT3G18520
AT3G18600
AT3G18760
AT3G18780
AT3G18810
AT3G18860
AT3G18940
AT3G18990
AT3G19080
AT3G19090
AT3G19130
AT3G19170
AT3G19180
AT3G19190
AT3G19210
AT3G19290
AT3G19300
AT3G19340
AT3G19420
AT3G19450
AT3G19460
AT3G19490
AT3G19510
AT3G19515
AT3G19540
AT3G19570
AT3G19590
AT3G19670
AT3G19720
AT3G19740
AT3G19760
AT3G19770
AT3G19780
AT3G19810
AT3G19830
AT3G19840
AT3G19870
AT3G19895
AT3G19900
AT3G19960
AT3G19980
AT3G20000
AT3G20010
AT3G20020
AT3G20040
AT3G20050
AT3G20070
AT3G20220
AT3G20240
AT3G20250
AT3G20280
AT3G20290
AT3G20320
AT3G20330
AT3G20350
AT3G20410
AT3G20430
AT3G20440
AT3G20475
AT3G20490
AT3G20500
AT3G20510
AT3G20540
AT3G20550
AT3G20560
AT3G20570
AT3G20620
AT3G20630
AT3G20650
AT3G20720
AT3G20740
AT3G20770
AT3G20780
AT3G20790
AT3G20800
AT3G20890
AT3G20910
AT3G20920
AT3G20935
AT3G21060
AT3G21070
AT3G21110
AT3G21160
AT3G21175
AT3G21190
AT3G21200
AT3G21290
AT3G21295
AT3G21390
AT3G21430
AT3G21465
AT3G21480
AT3G21540
AT3G21620
AT3G21640
AT3G21740
AT3G21810
AT3G21820
AT3G22190
AT3G22200
AT3G22220
AT3G22260
AT3G22270
AT3G22290
AT3G22310
AT3G22320
AT3G22380
AT3G22425
AT3G22430
AT3G22440
AT3G22460
AT3G22470
AT3G22520
AT3G22590
AT3G22620
AT3G22690
AT3G22780
AT3G22790
AT3G22850
AT3G22942
AT3G22950
AT3G22960
AT3G22980
AT3G23070
AT3G23210
AT3G23255
AT3G23260
AT3G23280
AT3G23300
AT3G23400
AT3G23430
AT3G23530
AT3G23540
AT3G23550
AT3G23590
AT3G23600
AT3G23620
AT3G23640
AT3G23660
AT3G23670
AT3G23690
AT3G23710
AT3G23750
AT3G23790
AT3G23810
AT3G23900
AT3G23940
AT3G23990
AT3G24000
AT3G24010
AT3G24070
AT3G24160
AT3G24180
AT3G24190
AT3G24200
AT3G24320
AT3G24350
AT3G24430
AT3G24515
AT3G24560
AT3G24570
AT3G24660
AT3G24840
AT3G24870
AT3G24880
AT3G24890
AT3G24900
AT3G25040
AT3G25110
AT3G25150
AT3G25210
AT3G25230
AT3G25410
AT3G25430
AT3G25470
AT3G25500
AT3G25530
AT3G25545
AT3G25580
AT3G25585
AT3G25660
AT3G25680
AT3G25800
AT3G25840
AT3G26000
AT3G26020
AT3G26030
AT3G26090
AT3G26115
AT3G26340
AT3G26360
AT3G26370
AT3G26400
AT3G26410
AT3G26470
AT3G26539
AT3G26540
AT3G26560
AT3G26580
AT3G26720
AT3G26730
AT3G26780
AT3G26890
AT3G26900
AT3G26910
AT3G26920
AT3G26935
AT3G26950
AT3G26980
AT3G26990
AT3G27000
AT3G27025
AT3G27110
AT3G27180
AT3G27190
AT3G27230
AT3G27240
AT3G27260
AT3G27300
AT3G27310
AT3G27320
AT3G27325
AT3G27380
AT3G27390
AT3G27440
AT3G27460
AT3G27530
AT1G11680
AT1G11710
AT1G11720
AT1G11750
AT1G11755
AT1G11820
AT1G11840
AT1G11850
AT1G11860
AT1G11870
AT1G11890
AT1G11910
AT1G11930
AT1G11940
AT1G11950
AT1G12000
AT1G12050
AT1G12140
AT1G12270
AT1G12290
AT1G12350
AT1G12360
AT1G12390
AT1G12470
AT1G12480
AT1G12520
AT3G27570
AT3G27670
AT3G27700
AT3G27820
AT3G27870
AT3G27925
AT3G27960
AT3G28030
AT3G28370
AT3G28430
AT3G28450
AT3G28660
AT3G28730
AT3G29060
AT3G29160
AT3G29280
AT3G33530
AT3G42170
AT3G42660
AT3G43210
AT3G43220
AT3G43230
AT3G43240
AT3G43300
AT3G44200
AT3G44340
AT3G44370
AT3G44530
AT3G44820
AT3G44880
AT3G44890
AT3G45020
AT3G45040
AT3G45050
AT3G45090
AT3G45100
AT3G45190
AT3G45300
AT3G45620
AT3G45630
AT3G45740
AT3G45750
AT3G45850
AT3G45880
AT3G45890
AT3G46040
AT3G46060
AT3G46100
AT3G46180
AT3G46210
AT3G46220
AT3G46440
AT3G46510
AT3G46590
AT3G46600
AT3G46610
AT3G46660
AT3G46670
AT3G46790
AT3G46820
AT3G46920
AT3G46930
AT3G46950
AT3G47000
AT3G47060
AT3G47450
AT3G47470
AT3G47550
AT3G47690
AT3G47700
AT3G47833
AT3G47840
AT3G47850
AT3G47890
AT3G47910
AT3G47960
AT3G47990
AT3G48040
AT3G48050
AT3G48060
AT3G48090
AT3G48110
AT3G48120
AT3G48170
AT3G48190
AT3G48210
AT3G48320
AT3G48380
AT3G48400
AT3G48430
AT3G48500
AT3G48540
AT3G48560
AT3G48580
AT3G48730
AT3G48750
AT3G48760
AT3G48770
AT3G48820
AT3G48860
AT3G48870
AT3G48890
AT3G48980
AT3G48990
AT3G49000
AT3G49010
AT3G49060
AT3G49100
AT3G49140
AT3G49142
AT3G49160
AT3G49170
AT3G49180
AT3G49310
AT3G49350
AT3G49390
AT3G49400
AT3G49420
AT3G49490
AT3G49530
AT3G49590
AT3G49600
AT3G49601
AT3G49640
AT3G49645
AT3G49650
AT3G49680
AT3G49720
AT3G49725
AT3G49800
AT3G49810
AT3G49850
AT3G49890
AT3G49900
AT3G50000
AT3G50050
AT3G50080
AT3G50110
AT3G50210
AT3G50240
AT3G50360
AT3G50370
AT3G50380
AT3G50420
AT3G50430
AT3G50590
AT3G50620
AT3G50670
AT3G50690
AT3G50860
AT3G50910
AT3G50950
AT3G50960
AT3G51040
AT3G51050
AT3G51090
AT3G51100
AT3G51120
AT3G51180
AT3G51260
AT3G51270
AT3G51310
AT3G51330
AT3G51370
AT3G51390
AT3G51460
AT3G51490
AT3G51550
AT3G51610
AT3G51620
AT3G51630
AT3G51730
AT3G51800
AT1G12530
AT1G12580
AT1G12620
AT1G12650
AT1G12730
AT1G12750
AT1G12760
AT1G12770
AT1G12775
AT1G12780
AT1G12790
AT1G12800
AT1G12820
AT1G12840
AT1G12850
AT1G12920
AT1G12930
AT1G12970
AT1G12990
AT1G13060
AT1G13120
AT1G13150
AT1G13160
AT1G13170
AT1G13180
AT1G13190
AT1G13195
AT1G13270
AT1G13450
AT1G13460
AT3G51840
AT3G51850
AT3G51940
AT3G51970
AT3G51980
AT3G52030
AT3G52050
AT3G52090
AT3G52100
AT3G52120
AT3G52130
AT3G52140
AT3G52190
AT3G52200
AT3G52210
AT3G52220
AT3G52240
AT3G52260
AT3G52300
AT3G52610
AT3G52640
AT3G52660
AT3G52750
AT3G52850
AT3G52890
AT3G52905
AT3G52930
AT3G52950
AT3G52990
AT3G53090
AT3G53100
AT3G53110
AT3G53120
AT3G53230
AT3G53240
AT3G53270
AT3G53340
AT3G53390
AT3G53400
AT3G53440
AT3G53460
AT3G53500
AT3G53510
AT3G53520
AT3G53570
AT3G53580
AT3G53610
AT3G53700
AT3G53780
AT3G53800
AT3G53830
AT3G53930
AT3G53970
AT3G54010
AT3G54100
AT3G54110
