AT2G44950
AT2G45100
AT2G45270
AT2G46040
AT2G46520
AT2G47940
AT2G48100
AT3G01040
AT3G01200
AT3G01620
AT3G01810
AT3G02330
AT3G02360
AT3G02860
AT3G03100
AT3G03580
AT3G03940
AT3G04260
AT3G04350
AT3G04450
AT3G04470
AT3G04690
AT3G04750
AT3G04980
AT3G05130
AT3G05340
AT3G05345
AT3G05480
AT3G05675
AT3G05700
AT3G05850
AT3G05940
AT3G06140
AT3G06930
AT3G07050
AT3G07290
AT3G07330
AT3G07560
AT3G07640
AT1G09900
AT1G10095
AT1G10310
AT1G10320
AT3G08820
AT3G08930
AT3G09180
AT3G09320
AT3G09670
AT3G09720
AT3G10410
AT3G10530
AT3G10650
AT3G10770
AT3G10840
AT3G11220
AT3G11290
AT3G11450
AT3G11540
AT3G11820
AT3G11945
AT3G12010
AT3G12070
AT3G12130
AT3G12350
AT3G12690
AT3G12950
AT3G13030
AT3G13150
AT3G13180
AT3G13200
AT3G13220
AT3G13226
AT3G13320
AT3G13440
AT3G13620
AT3G13860
AT3G13920
AT3G14680
AT3G14730
AT3G14830
AT3G15000
AT3G15130
AT3G15140
AT3G15590
AT3G15930
AT3G16030
AT3G16260
AT3G16480
AT3G16710
AT3G16810
AT3G17030
AT3G17250
AT3G17440
AT3G17590
AT3G17675
AT1G10780
AT1G10810
AT1G11130
AT1G11380
AT1G11430
AT3G17970
AT3G18020
AT3G18210
AT3G18215
AT3G18240
AT3G18390
AT3G19630
AT3G19640
AT3G19820
AT3G19910
AT3G19970
AT3G20200
AT3G20480
AT3G20730
AT3G20870
AT3G21100
AT3G21140
AT3G21215
AT3G21280
AT3G21300
AT3G21350
AT3G21650
AT3G22104
AT3G22170
AT3G22180
AT3G22990
AT3G23020
AT3G23370
AT3G23830
AT3G23980
AT3G24150
AT3G24170
AT3G24340
AT3G24670
AT3G24760
AT3G24800
AT3G25120
AT3G25990
AT3G26040
AT3G26380
AT3G26640
AT3G26670
AT3G26680
AT3G26690
AT3G26782
AT3G27280
AT3G27430
AT3G27540
AT3G27550
AT3G27560
AT1G11660
AT1G11760
AT1G11880
AT1G12300
AT1G12410
AT3G27740
AT3G28460
AT3G28640
AT3G28970
AT3G29270
AT3G29310
AT3G43610
AT3G44730
AT3G44850
AT3G45010
AT3G45830
AT3G45870
AT3G46200
AT3G46290
AT3G46450
AT3G46740
AT3G46970
AT3G47040
AT3G47400
AT3G47790
AT3G47930
AT3G48150
AT3G48195
AT3G48250
AT3G48425
AT3G48440
AT3G48680
AT3G48710
AT3G48830
AT3G48880
AT3G49290
AT3G49430
AT3G49500
AT3G49710
AT3G49880
AT3G49990
AT3G50790
AT3G51130
AT3G51250
AT3G51640
AT3G51650
AT1G12680
AT1G13020
AT1G13030
AT1G13040
AT1G13220
AT1G13320
AT1G13350
AT3G52180
AT3G52250
AT3G52340
AT3G52940
AT3G53360
AT3G53760
AT3G53810
AT3G53940
AT3G54130
AT3G54360
AT3G54470
AT3G54540
AT3G54760
AT3G54826
AT3G54850
AT3G54890
AT3G55010
